Title,Company,Location,Type,Level,YearsExp,Country,Skills,MinYearsExp,MaxYearsExp
Marketing Manager,Middle East Dental Company, Heliopolis,Full Time,Manager,5-15 Yrs of Exp,Cairo,"Sales, Market Research, Business Administration, Communication Skills, Online Marketing, Social Media, Business Development",5,15
Senior Sales Executive (Beni sueif),Nagwa, Beni Suef,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Target, Digital Education, E-Learning, Communication, Negotiation, Presentation, Business, Sales/Retail",3,5
Senior Front-End Developer - Angular,Trufla, Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Front-End, Software Development, Web Development, Computer Science, JQuery, HTML, CSS, Python, Information Technology (IT), Nodejs",3,5
Sales Operations Manager,Confidential, Cairo,Full Time,Manager,10+ Yrs of Exp,Egypt,"Sales Buzz, FMCG, Operations, Sales Skills, Management, Excel, Operations/Management, Sales/Retail",10,12
Senior Network Security Engineer,Fixed Solutions, Cairo,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Information Technology (IT), Computer Engineering, Cisco, English, IT, Routing, Firewall, CEH, Installation, PNSE, LTM",5,7
Local Purchasing Specialist,Confidential, 6th of October,Full Time,Experienced,3+ Yrs of Exp,Giza,"Procurement, Stock, Supply Chain, Local Purchasing, Vendors, ERP, Manufacturing, Billing, Analysis, Logistics",3,5
Marketing Specialist,El Nahar for Medical Solutions, Dokki,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Social Media, Advertising, Market Research, Public Relations (PR), English, Marketing/PR/Advertising, Media/Journalism/Publishing",2,4
Secretary / Receptionist,Al Qema Group (Q-Tech), Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Administration, Secretary, Office Management, Admin Assistant, English, Administration, Customer Service/Support",2,3
HR Specialist,El Nahar for Medical Solutions, Dokki,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Administration, Recruitment, Hiring, Sourcing, Screening, Interview, Training, English, Personnel, Customer Focus",2,4
D365 Retail Consultant,Ghassan Ahmed Alsulaiman for Electronic Services, Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Dynamics 365, MS Power Platform, CDS, MS Cloud Services, Data Management, Business Process Analysis, Modeling, Information Technology (IT)",4,6
Graphic Designer - Garment Factory,Harrods, Nasr City,Part Time,Experienced,2-3 Yrs of Exp,Cairo,"Adobe Illustrator, Adobe Indesign, Marketing, Creative/Design/Art, Marketing/PR/Advertising",2,3
Senior Sales Executive (Assiut),Nagwa, Assiut,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Target, Digital Education, E-Learning, Communication, Negotiation, Business, Sales/Retail",3,5
D365 Technical Consultant,Ghassan Ahmed Alsulaiman for Electronic Services, Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"SQL, MS Power Platform, LogicApps, CDS, MS Cloud Services, D365 Solution, Integration Design, Information Technology (IT), AX",4,6
Social Media Moderator,23prime pr, Zamalek,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"E-marketing, Communication, Social Media Moderating, Social Media Moderation, Marketing/PR/Advertising, Media/Journalism/Publishing",1,3
Branch Manager - Port Said,Nascotours S.AE, Port Said,Full Time,Manager,5+ Yrs of Exp,Egypt,"Sales Skills, Tour Operator, Business Development, Contracting, Sales Target, Branch Management, Operations, Shipping, Travel, Ticketing",5,7
Unity Developer,BEDO Company, 6th of October,Full Time,Experienced,3-4 Yrs of Exp,Giza,"Computer Science, Unity, Software Development, Game Development, Computer Engineering, Communication Skills, Information Technology (IT)",3,4
Corporate Sales Executive - Alexandria,Nascotours S.AE, Mahta Alraml,Full Time,Experienced,5+ Yrs of Exp,Alexandria,"Tourism, Travel Force, Sabre GDS, Sales Target, Microsoft Office, Corporate Sales, English, Management, Communication, MS Office",5,7
Production Engineer,Intrade, Obour City,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Painting Industry, Manufacturing, Production, Management, Engineering, Research, R&D, R&D/Science, Manufacturing/Production",5,7
Yacht Operations Executive - Red Sea,Nascotours S.AE, Hurghada,Full Time,Experienced,2-5 Yrs of Exp,Red Sea,"Logistics, Supply Chain, Operations, Shipping, Yachting, Accounting, Sailing, Customer Service, Freight Forwarding, Computer Skills",2,5
HR Specialist,Recovery franchise marketing services, 6th of October,Part Time,Experienced,2-5 Yrs of Exp,Giza,"Recruitment, HR, English, Human Resources",2,5
Finance Manager,Form, Maadi,Full Time,Manager,15+ Yrs of Exp,Cairo,"Finance, Financial Management, Financial Analysis, Computer Skills, Presentation Skills, Accounting/Finance",15,17
Senior iOS Developer,Confidential, Vienna,Full Time,Experienced,5+ Yrs of Exp,Austria,"Information Technology (IT), iOS, Software Development, Git, Objective-C, Cocoa Touch, REST, Computer Science, Swift, English",5,7
Internal Sales Engineer,Al Qema Group (Q-Tech), Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Sales Skills, Engineering, Fire Fighting, Fire Alarm, Sales Target, Sales/Retail, Engineering - Other",2,3
Sales Supervisor - Giza,PepsiCo International, Giza,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Sales, Retail, Sales/Retail",1,3
Sales Supervisor - East Delta,PepsiCo International, Sharqia,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Retail, Sales Skills, Sales/Retail",1,3
D365 Finance Consultant,Ghassan Ahmed Alsulaiman for Electronic Services, Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"CDS, MS Cloud Services, Business Process analysis, modeling, Information Technology (IT), Computer Science, Microsoft Dynamics 365",4,6
Senior Project Manager,Interact Technology Solutions, Maadi,Full Time,Manager,10+ Yrs of Exp,Cairo,"PMP, IT, Business, Communication, Project Management, Information Technology (IT), Computer Science, Software, Agile, PMO",10,12
Sales Supervisor - Canal,PepsiCo International, Suez,Full Time,Manager,1-3 Yrs of Exp,Egypt,"Retail, Sales Skills, Sales/Retail",1,3
Account Executive,Confidential, Sheraton,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Customer Care, Customer Support, Customer Service, MS Office, Account Executive, Sales Skills, Sales Target, English, Presentation Skills",1,2
Online Recruiter,The Translation Gate, Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"online recruiter, freelance recruiter, human resources, hr, recruitment, vendor manager, vendor management, VM, English",1,2
Chief Accountant,Nascotours S.AE, Mahta Alraml,Full Time,Manager,3-5 Yrs of Exp,Alexandria,"Accounting, Finance, Financial Management, Financial Analysis, Computer Skills, English, IS, Commerce, Accounting/Finance",3,5
Sales Supervisor -West Delta,PepsiCo International, Dakahlia,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Retail, Sales Skills, Sales/Retail",1,3
Sales Supervisor - Delta,PepsiCo International, Gharbia,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Retail, Sales Skills, Sales/Retail",1,3
Senior Database Administrator (MySQL),TruDoc 24x7, Heliopolis,Full Time,Experienced,4+ Yrs of Exp,Cairo,"MySQL, Database Design, Database Administration, Computer Science, Installation/Maintenance/Repair, IT/Software Development",4,6
D365 Supply Chain Consultant,Ghassan Ahmed Alsulaiman for Electronic Services, Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"D365, Dynamics 365, MS Power Platform, CDS, Business Process Analysis, Data Management, Supply Chain, Logistics",4,6
Sales Supervisor - South Upper Egypt,PepsiCo International, Aswan,Full Time,Manager,1-3 Yrs of Exp,Egypt,"Retail, Sales Skills, Sales/Retail",1,3
Sales Supervisor - North Upper Egypt,PepsiCo International, Beni Suef,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Retail, Sales Skills, Sales/Retail",1,3
Customer Support Intership,Nahdet Misr Publishing Group, Mohandessin,Internship,Entry Level,0 Yrs of Exp,Giza,"Customer Care, Customer Support, Call Center, Customer Service/Support",0,2
Senior Accountant,Diamond for Import & Export, Giza,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Finance, Financial Analysis, Financial Management, Commerce, Accounts Payable, Accounts Receivable, A/P, A/R, Banking",5,7
Account Manager,Nahdet Misr Publishing Group, Mohandessin,Full Time,Experienced,5+ Yrs of Exp,Giza,"Sales, Media Buying, Advertising, Marketing/PR/Advertising, Sales/Retail, Media/Journalism/Publishing",5,7
Sales Supervisor - Alexandria,PepsiCo International, Alexandria,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Retail, Sales Skills, Sales/Retail",1,3
Sales Engineer,Diamond for Import & Export, Giza,Full Time,Experienced,2-5 Yrs of Exp,Egypt,"Sales Skills, Computer Skills, Sales Target, Sales/Retail, Engineering - Mechanical/Electrical",2,5
Sales Supervisor - Cairo,PepsiCo International, Cairo,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Retail, Sales Skills, Customer Service, Sales/Retail",1,3
Admin Officer,Diamond for Import & Export, Hadayek Alahram,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Office Management, Microsoft Office, Computer Skills, HR, Human Resources (HR), Payroll, Recruitment, Administration",2,5
Technical Sales Engineer (Indoor),Smart Lighting, Sheraton,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Skills, Engineering, English, Sales/Retail, Engineering - Other",2,4
Senior Procurement Engineer,Smart Lighting, Sheraton,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Procurement, Purchasing, Construction, English, Purchasing/Procurement, Engineering - Other",2,5
Maintenance Engineer,Diamond for Import & Export, Giza,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Mechanical Engineering, Chinese Heavy Equipments, Troubleshooting, Repair, Installation/Maintenance/Repair",5,7
Production & Toll Manufacturing Manager,Majestic Pharmaceuticals, New Cairo,Full Time,Manager,4-10 Yrs of Exp,Cairo,"Production, Manufacturing/Production, Pharmaceutical",4,10
General Accountant,Gila Electric, New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Finance, Financial Analysis, Financial Management, Commerce, Communication Skills, Accounting Principles, Budgets, English",3,5
System Implementation Engineer,Fawry Banking & Payment Technology Services, Smart Village,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Implementation Engineer, Product Engineer, XML, DBMS, SOAP-UI, Web Development, UAT, Testing, Troubleshooting",2,4
Sales & CS Manager,Confidential, Cairo,Full Time,Manager,10+ Yrs of Exp,Egypt,"Customer Service, Customer Care, Logistics, Supply Chain, Business Development, Courier, English, Customer Service/Support",10,12
Accounting Manager,Cecil Intelligent Childhood, Obour City,Full Time,Manager,8-10 Yrs of Exp,Cairo,"CMA, Financial Management, MS Office, Accounting Software, Financial Analysis, Payroll, Accounting/Finance",8,10
Front Office Representative,ADK Egyptian-German Cultural Centre, Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Front Office, Administration, Office Management, Secretary, Customer Service, Customer Care, Customer Support, Administration",1,2
Operations Manager - Jeddah,atheel, Jeddah,Full Time,Manager,10+ Yrs of Exp,Saudi Arabia,"Management, Operations, Food & Beverage, Hospitality, Planning, Operations/Management",10,12
AX Project Manager,CompactSoft International, New Cairo,Full Time,Manager,5-7 Yrs of Exp,Cairo,"PMP, Inventory Control, Information Technology (IT), IT/Software Development, Project/Program Management",5,7
Senior Freight Operations Specialist (Air Export),Aramex International, Sheraton,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Customer Care, Freight Operations, Freight Forwarding, Supply Chain, Logistics, Transportation, Cargo, Shipments, Air Export",2,3
Outdoor Sales Specialist,Al Qema Group (Q-Tech), Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Sales Skills, Outdoor Sales, Sales Target, Customer Service, Customer Service/Support, Sales/Retail",3,5
Showroom Sales Executive,Signe for Trade and Furniture, Zamalek,Full Time,Experienced,6+ Yrs of Exp,Cairo,"Retail, Sales Skills, Interior Designing, Creative/Design/Art, Sales/Retail",6,8
Sales Representative,Infinity Business Solutions, Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Males Only, Sales Skills, Sales Target, Customer Service, Customer Support, Customer Care, Sales/Retail",0,2
Direct Sales Indoor Specialist - We Branch,WEData, Cairo,Shift Based,Entry Level,1-2 Yrs of Exp,Egypt,"Males Only, Sales Skills, Customer Service, Customer Care, Customer Support, Indoor Sales, Customer Service/Support, Sales/Retail",1,2
Facilities Coordinator,CBRE GWS, Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Facilities, Operations, Administration, Health & Safety, Microsoft Office, Administration, Operations/Management",1,3
Production Manager,Cow Gifts, New Cairo,Full Time,Manager,3-7 Yrs of Exp,Cairo,"Creative, product management, client relations, arts and crafts, Production, Manufacturing, Graphic Design, Photoshop, Illustrator",3,7
BIM Manager,Max Egypt, Maadi,Full Time,Manager,3-5 Yrs of Exp,Cairo,"Engineering, Revit, Management, Design, Leadership, Communication Skills, Engineering - Construction/Civil/Architecture",3,5
Medical Digitization Officer - Cairo,Digital Bridges, Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Startup, Pharmacist, Vet, Deployment, Digitization, Insurance, Medical, Administration, Chain Pharmacy, Microsoft Office",1,3
Test Analyst ( CRX ),Cegedim, New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Jira, Healthcare, Automation Testing, ISTQB, API Testing, Software Testing, Atlassian, JMeter, Swagger, Pharmacy, CRX, Quality",3,5
Chief Financial Officer,Confidential, Maadi,Full Time,Senior Management,8+ Yrs of Exp,Cairo,"Accounting, Financial Management, Financial Control, Commerce, CA, ACCA, CIMA, ERP, Financial Analysis, Business Administration",8,10
Sales Admin,Masar Properties, New Cairo,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Administration, Sales Skills, Administration, Sales/Retail",0,1
HR Manager,Egavet, Giza,Full Time,Manager,10+ Yrs of Exp,Egypt,"Recruitment, Personnel, Microsoft Office, Medical, Hiring, Sourcing, Employee Relations, Talent Management, Talent Acquisition",10,12
Marketing Manager,Egavet, Giza,Full Time,Manager,10+ Yrs of Exp,Egypt,"Market Research, Medical, Digital Marketing, Advertising Campaigns, Operations/Management, Marketing/PR/Advertising",10,12
Sales Representative,Egavet, Giza,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Target, Veterinary, Agriculture, Animal Production, Agricultural Engineering, Medical/Healthcare, Sales/Retail",3,5
Sales Manager,Egavet, Giza,Full Time,Manager,10+ Yrs of Exp,Egypt,"Sales Target, Veterinary, Agriculture, Agricultural Engineering, Animal Production, Operations/Management, Sales/Retail",10,12
Software Business Analyst,DBS, New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Business Analysis, Computer Science, Software Development, Computer Engineering, English, IT/Software Development",2,5
Technical Sales Representative ( Chemist),Cura Pharma Trading, Glim,Full Time,Experienced,5-8 Yrs of Exp,Alexandria,"Chemicals, Sales Skills, Sales Target, Technical Sales, R&D/Science, Sales/Retail",5,8
Full Stack Web & Mobile Developer,RCITH, Cairo,Work From Home,Experienced,4+ Yrs of Exp,Egypt,"Full Stack, Information Technology (IT), Computer Science, Software Development, CSS, HTML, PHP, MySQL, jQuery, javaScript",4,6
Accounts Receivable Accountant,Confidential, Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Accounts Receivable, Finance, Financial Analysis, English, Excel, Accounting/Finance",3,5
Senior Business Development Executive ( US &...,db Group, Nasr City,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Business Development, Account Management, Sales Skills, Lead Generation, English, Localization, Business Development, Sales/Retail",2,3
Web Designer,Recovery franchise marketing services, 6th of October,Freelance / Project,Entry Level,2-3 Yrs of Exp,Giza,"Computer Science, Web Development, Software Development, CSS, HTML, Java, XML, Web Design, Programming",2,3
IT Administrator (Freelance),AL-FIKRY HOLDING, Sheikh Zayed,Part Time,Freelance / Project,4-6 Yrs of Exp,Giza,"Males Only, Information Technology (IT), Computer Science, SQL, MCSA, CCNA, Security, IT/Software Development",4,6
Secretary,Recovery franchise marketing services, 6th of October,Full Time,Entry Level,0-3 Yrs of Exp,Giza,"Secretary, Office Management, English, Business Administration, Administration",0,3
Accountant,Agthia Group PJSC, Alsadat City,Full Time,Experienced,2-4 Yrs of Exp,Monufya,"MS, Accounting Software, MS Excel, CMA, CPA, GAAP, General Ledger, Accounting/Finance",2,4
Executive Secretary,White Whale, 10th of Ramadan City,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Administration, Secretary, Office Management, Microsoft Office, English, Administration",0,1
